State,Gender,Race,Year,Deaths,Population
California,Female,Black or African American,2006,37,1333724
California,Female,Black or African American,2007,118,1338248
California,Female,Black or African American,2007,16,1338248
California,Female,Black or African American,2007,25,1338248
California,Female,Black or African American,2008,127,1348565
California,Female,Black or African American,2008,11,1348565
California,Female,Black or African American,2008,12,1348565
California,Female,Black or African American,2009,123,1363153
California,Female,Black or African American,2009,18,1363153
California,Female,Black or African American,2009,10,1363153
California,Female,Black or African American,2010,127,1376482
California,Female,Black or African American,2010,10,1376482
California,Female,Black or African American,2011,124,1390229
California,Female,Black or African American,2011,16,1390229
California,Female,Black or African American,2011,17,1390229
California,Female,Black or African American,2012,124,1399358
California,Female,Black or African American,2012,12,1399358
California,Female,Black or African American,2012,19,1399358
California,Female,Black or African American,2013,150,1405371
California,Female,Black or African American,2013,11,1405371
California,Female,Black or African American,2013,10,1405371
California,Female,Black or African American,2014,123,1418637
California,Female,Black or African American,2014,12,1418637
California,Female,Black or African American,2014,12,1418637
California,Female,Black or African American,2015,160,1425867
California,Female,Black or African American,2015,12,1425867
California,Female,Black or African American,2016,158,1426985
California,Female,Black or African American,2016,11,1426985
California,Female,Black or African American,2017,137,1431051
California,Female,Black or African American,2017,18,1431051
California,Female,Black or African American,2018,170,1433638
California,Female,Black or African American,2018,13,1433638
California,Female,White,1999,485,13203242
California,Female,White,1999,189,13203242
California,Female,White,1999,40,13203242
California,Female,White,1999,107,13203242
California,Female,White,2000,344,13341153
California,Female,White,2000,149,13341153
California,Female,White,2000,19,13341153
California,Female,White,2000,100,13341153
California,Female,White,2001,228,13505365
California,Female,White,2001,95,13505365
California,Female,White,2001,18,13505365
California,Female,White,2001,77,13505365
California,Female,White,2002,643,13611768
California,Female,White,2002,240,13611768
California,Female,White,2002,66,13611768
California,Female,White,2002,98,13611768
California,Female,White,2003,672,13724880
California,Female,White,2003,259,13724880
California,Female,White,2003,71,13724880
California,Female,White,2003,109,13724880
California,Female,White,2004,731,13797310
California,Female,White,2004,267,13797310
California,Female,White,2004,73,13797310
California,Female,White,2004,119,13797310
California,Female,White,2005,724,13832450
California,Female,White,2005,226,13832450
California,Female,White,2005,93,13832450
California,Female,White,2005,139,13832450
California,Female,White,2006,785,13846008
California,Female,White,2006,273,13846008
California,Female,White,2006,64,13846008
California,Female,White,2006,120,13846008
California,Female,White,2007,934,13874822
California,Female,White,2007,291,13874822
California,Female,White,2007,68,13874822
California,Female,White,2007,68,13874822
California,Female,White,2008,912,13954544
California,Female,White,2008,324,13954544
California,Female,White,2008,66,13954544
California,Female,White,2008,91,13954544
California,Female,White,2009,1023,14035595
California,Female,White,2009,296,14035595
California,Female,White,2009,63,14035595
California,Female,White,2009,61,14035595
California,Female,White,2010,1030,14105562
California,Female,White,2010,308,14105562
California,Female,White,2010,65,14105562
California,Female,White,2010,48,14105562
California,Female,White,2011,1041,14228546
California,Female,White,2011,312,14228546
California,Female,White,2011,60,14228546
California,Female,White,2011,63,14228546
California,Female,White,2012,1009,14310934
California,Female,White,2012,281,14310934
California,Female,White,2012,44,14310934
California,Female,White,2012,74,14310934
California,Female,White,2013,1081,14384306
California,Female,White,2013,325,14384306
California,Female,White,2013,52,14384306
California,Female,White,2013,85,14384306
California,Female,White,2014,1126,14530033
California,Female,White,2014,281,14530033
California,Female,White,2014,36,14530033
California,Female,White,2014,85,14530033
California,Female,White,2015,1146,14603781
California,Female,White,2015,273,14603781
California,Female,White,2015,48,14603781
California,Female,White,2015,116,14603781
California,Female,White,2016,1037,14613728
California,Female,White,2016,285,14613728
California,Female,White,2016,47,14613728
California,Female,White,2016,130,14613728
California,Female,White,2017,1060,14642766
California,Female,White,2017,248,14642766
California,Female,White,2017,40,14642766
California,Female,White,2017,120,14642766
California,Female,White,2018,1123,14605654
California,Female,White,2018,234,14605654
California,Female,White,2018,26,14605654
California,Female,White,2018,90,14605654
California,Male,American Indian or Alaska Native,1999,12,227979
California,Male,American Indian or Alaska Native,2000,11,238048
California,Male,American Indian or Alaska Native,2002,17,258147
California,Male,American Indian or Alaska Native,2003,20,268794
California,Male,American Indian or Alaska Native,2004,27,280131
California,Male,American Indian or Alaska Native,2005,18,292338
California,Male,American Indian or Alaska Native,2006,24,305310
California,Male,American Indian or Alaska Native,2007,27,320676
California,Male,American Indian or Alaska Native,2008,24,337772
California,Male,American Indian or Alaska Native,2009,36,358457
California,Male,American Indian or Alaska Native,2010,29,374040
California,Male,American Indian or Alaska Native,2011,34,382843
California,Male,American Indian or Alaska Native,2012,39,384841
California,Male,American Indian or Alaska Native,2013,29,386212
California,Male,American Indian or Alaska Native,2014,33,388066
California,Male,American Indian or Alaska Native,2015,49,390250
California,Male,American Indian or Alaska Native,2016,45,390325
California,Male,American Indian or Alaska Native,2017,44,391973
California,Male,American Indian or Alaska Native,2018,48,392414
California,Male,Asian or Pacific Islander,1999,22,1953590
California,Male,Asian or Pacific Islander,2000,15,1994891
California,Male,Asian or Pacific Islander,2001,14,2092159
California,Male,Asian or Pacific Islander,2002,30,2157178
California,Male,Asian or Pacific Islander,2003,28,2219287
California,Male,Asian or Pacific Islander,2003,10,2219287
California,Male,Asian or Pacific Islander,2004,31,2278079
California,Male,Asian or Pacific Islander,2004,10,2278079
California,Male,Asian or Pacific Islander,2005,37,2338986
California,Male,Asian or Pacific Islander,2006,45,2397633
California,Male,Asian or Pacific Islander,2006,15,2397633
California,Male,Asian or Pacific Islander,2007,36,2456074
California,Male,Asian or Pacific Islander,2007,16,2456074
California,Male,Asian or Pacific Islander,2008,39,2520002
California,Male,Asian or Pacific Islander,2008,11,2520002
California,Male,Asian or Pacific Islander,2009,43,2579211
California,Male,Asian or Pacific Islander,2009,15,2579211
California,Male,Asian or Pacific Islander,2010,39,2626340
California,Male,Asian or Pacific Islander,2010,19,2626340
California,Male,Asian or Pacific Islander,2011,68,2683668
California,Male,Asian or Pacific Islander,2011,25,2683668
California,Male,Asian or Pacific Islander,2012,66,2760053
California,Male,Asian or Pacific Islander,2012,21,2760053
California,Male,Asian or Pacific Islander,2013,69,2816510
California,Male,Asian or Pacific Islander,2013,21,2816510
California,Male,Asian or Pacific Islander,2014,85,2908740
California,Male,Asian or Pacific Islander,2014,18,2908740
California,Male,Asian or Pacific Islander,2015,121,2986427
California,Male,Asian or Pacific Islander,2015,13,2986427
California,Male,Asian or Pacific Islander,2015,13,2986427
California,Male,Asian or Pacific Islander,2016,104,3029885
California,Male,Asian or Pacific Islander,2016,12,3029885
California,Male,Asian or Pacific Islander,2016,11,3029885
California,Male,Asian or Pacific Islander,2017,140,3118068
California,Male,Asian or Pacific Islander,2017,11,3118068
California,Male,Asian or Pacific Islander,2017,17,3118068
California,Male,Asian or Pacific Islander,2018,149,3157535
California,Male,Asian or Pacific Islander,2018,18,3157535
California,Male,Black or African American,1999,157,1228282
California,Male,Black or African American,1999,30,1228282
California,Male,Black or African American,2000,117,1234115
California,Male,Black or African American,2000,32,1234115
California,Male,Black or African American,2001,82,1251049
California,Male,Black or African American,2001,29,1251049
California,Male,Black or African American,2002,196,1260806
California,Male,Black or African American,2002,12,1260806
California,Male,Black or African American,2002,52,1260806
California,Male,Black or African American,2003,156,1268907
California,Male,Black or African American,2003,53,1268907
California,Male,Black or African American,2004,160,1278594
California,Male,Black or African American,2004,11,1278594
California,Male,Black or African American,2004,60,1278594
California,Male,Black or African American,2005,216,1286444
California,Male,Black or African American,2005,11,1286444
California,Male,Black or African American,2005,64,1286444
California,Male,Black or African American,2006,207,1293213
California,Male,Black or African American,2006,11,1293213
California,Male,Black or African American,2006,67,1293213
California,Male,Black or African American,2007,209,1301121
California,Male,Black or African American,2007,11,1301121
California,Male,Black or African American,2007,27,1301121
California,Male,Black or African American,2008,178,1313789
California,Male,Black or African American,2008,12,1313789
California,Male,Black or African American,2008,23,1313789
California,Male,Black or African American,2009,159,1328571
California,Male,Black or African American,2009,10,1328571
California,Male,Black or African American,2009,18,1328571
California,Male,Black or African American,2010,175,1342297
California,Male,Black or African American,2010,18,1342297
California,Male,Black or African American,2010,18,1342297
California,Male,Black or African American,2011,179,1359280
California,Male,Black or African American,2011,11,1359280
California,Male,Black or African American,2011,22,1359280
California,Male,Black or African American,2012,163,1368031
California,Male,Black or African American,2012,15,1368031
California,Male,Black or African American,2012,21,1368031
California,Male,Black or African American,2013,185,1373480
California,Male,Black or African American,2013,10,1373480
California,Male,Black or African American,2013,17,1373480
California,Male,Black or African American,2014,251,1389925
California,Male,Black or African American,2014,20,1389925
California,Male,Black or African American,2015,250,1401954
California,Male,Black or African American,2015,19,1401954
California,Male,Black or African American,2016,252,1402279
California,Male,Black or African American,2016,41,1402279
California,Male,Black or African American,2017,321,1410736
California,Male,Black or African American,2017,10,1410736
California,Male,Black or African American,2017,35,1410736
California,Male,Black or African American,2018,373,1417457
California,Male,Black or African American,2018,47,1417457
California,Male,White,1999,1383,13289192
California,Male,White,1999,179,13289192
California,Male,White,1999,52,13289192
California,Male,White,1999,257,13289192
California,Male,White,2000,963,13407838
California,Male,White,2000,169,13407838
California,Male,White,2000,44,13407838
California,Male,White,2000,200,13407838
California,Male,White,2001,589,13592819
California,Male,White,2001,85,13592819
California,Male,White,2001,22,13592819
California,Male,White,2001,157,13592819
California,Male,White,2002,1307,13697250
California,Male,White,2002,210,13697250
California,Male,White,2002,62,13697250
California,Male,White,2002,251,13697250
California,Male,White,2003,1402,13786662
California,Male,White,2003,239,13786662
California,Male,White,2003,73,13786662
California,Male,White,2003,305,13786662
California,Male,White,2004,1349,13866357
California,Male,White,2004,220,13866357
California,Male,White,2004,67,13866357
California,Male,White,2004,332,13866357
California,Male,White,2005,1383,13913945
California,Male,White,2005,222,13913945
California,Male,White,2005,77,13913945
California,Male,White,2005,357,13913945
California,Male,White,2006,1543,13927575
California,Male,White,2006,235,13927575
California,Male,White,2006,84,13927575
California,Male,White,2006,298,13927575
California,Male,White,2007,1691,13957514
California,Male,White,2007,271,13957514
California,Male,White,2007,73,13957514
California,Male,White,2007,197,13957514
California,Male,White,2008,1720,14035802
California,Male,White,2008,290,14035802
California,Male,White,2008,61,14035802
California,Male,White,2008,150,14035802
California,Male,White,2009,1814,14111915
California,Male,White,2009,285,14111915
California,Male,White,2009,80,14111915
California,Male,White,2009,137,14111915
California,Male,White,2010,1734,14175153
California,Male,White,2010,318,14175153
California,Male,White,2010,88,14175153
California,Male,White,2010,114,14175153
California,Male,White,2011,1873,14322536
California,Male,White,2011,288,14322536
California,Male,White,2011,56,14322536
California,Male,White,2011,129,14322536
California,Male,White,2012,1843,14405639
California,Male,White,2012,289,14405639
California,Male,White,2012,56,14405639
California,Male,White,2012,143,14405639
California,Male,White,2013,2082,14487994
California,Male,White,2013,295,14487994
California,Male,White,2013,62,14487994
California,Male,White,2013,162,14487994
California,Male,White,2014,2105,14582173
California,Male,White,2014,296,14582173
California,Male,White,2014,49,14582173
California,Male,White,2014,164,14582173
California,Male,White,2015,2222,14664437
California,Male,White,2015,224,14664437
California,Male,White,2015,44,14664437
California,Male,White,2015,196,14664437
California,Male,White,2016,2325,14670872
California,Male,White,2016,217,14670872
California,Male,White,2016,48,14670872
California,Male,White,2016,236,14670872
California,Male,White,2017,2503,14726776
California,Male,White,2017,212,14726776
California,Male,White,2017,33,14726776
California,Male,White,2017,233,14726776
California,Male,White,2018,2850,14696171
California,Male,White,2018,198,14696171
California,Male,White,2018,27,14696171
California,Male,White,2018,252,14696171
Colorado,Female,Black or African American,2004,11,99604
Colorado,Female,Black or African American,2007,16,107830
Colorado,Female,Black or African American,2008,15,110838
Colorado,Female,Black or African American,2009,11,114257
Colorado,Female,Black or African American,2011,11,120904
Colorado,Female,Black or African American,2012,10,123079
Colorado,Female,Black or African American,2014,16,130160
Colorado,Female,Black or African American,2015,14,133748
Colorado,Female,Black or African American,2016,18,136302
Colorado,Female,Black or African American,2017,13,138890
Colorado,Female,Black or African American,2018,19,142390
Colorado,Female,White,1999,53,1930473
Colorado,Female,White,1999,41,1930473
Colorado,Female,White,1999,31,1930473
Colorado,Female,White,2000,60,1957118
Colorado,Female,White,2000,32,1957118
Colorado,Female,White,2000,21,1957118
Colorado,Female,White,2001,71,2007381
Colorado,Female,White,2001,59,2007381
Colorado,Female,White,2001,23,2007381
Colorado,Female,White,2002,94,2033557
Colorado,Female,White,2002,48,2033557
